code,label,total,age,male,female
RO3,Macroregiunea Trei,262735,25-29,133065,129670
RO31,Sud-Muntenia,134247,25-29,72217,62030
RO311,Argeş,26606,25-29,13968,12638
RO312,Călăraşi,13571,25-29,7414,6157
RO313,Dâmboviţa,24517,25-29,12968,11549
RO314,Giurgiu,13184,25-29,7262,5922
RO315,Ialomiţa,11277,25-29,6225,5052
RO316,Prahova,31199,25-29,16601,14598
RO317,Teleorman,13893,25-29,7779,6114
RO32,Bucureşti-Ilfov,128488,25-29,60848,67640
RO321,Bucureşti,95955,25-29,45244,50711
RO322,Ilfov,32533,25-29,15604,16929
RO4,Macroregiunea Patru,175848,25-29,92012,83836
RO41,Sud-Vest Oltenia,89942,25-29,47709,42233
RO411,Dolj,30550,25-29,15644,14906
RO412,Gorj,15656,25-29,8393,7263
RO413,Mehedinţi,10337,25-29,5684,4653
RO414,Olt,18358,25-29,9978,8380
RO415,Vâlcea,15041,25-29,8010,7031
RO42,Vest,85906,25-29,44303,41603
RO421,Arad,20985,25-29,11093,9892
RO422,Caraş-Severin,11022,25-29,5950,5072
RO423,Hunedoara,15113,25-29,8065,7048
RO424,Timiş,38786,25-29,19195,19591
RO,Romania,1121355,30-34,579003,542352
RO1,Macroregiunea Unu,298589,30-34,153739,144850
RO11,Nord-Vest,163430,30-34,83708,79722
RO111,Bihor,34705,30-34,18009,16696
RO112,Bistriţa-Năsăud,17929,30-34,9332,8597
RO113,Cluj,51166,30-34,25353,25813
RO114,Maramureş,27811,30-34,14394,13417
RO115,Satu Mare,20278,30-34,10485,9793
RO116,Sălaj,11541,30-34,6135,5406
RO12,Centru,135159,30-34,70031,65128
RO121,Alba,18221,30-34,9724,8497
RO122,Braşov,33939,30-34,17315,16624
RO123,Covasna,11364,30-34,6008,5356
RO124,Harghita,16788,30-34,8752,8036
RO125,Mureş,29697,30-34,15442,14255
RO126,Sibiu,25150,30-34,12790,12360
RO2,Macroregiunea Doi,302487,30-34,159546,142941
RO21,Nord-Est,179634,30-34,94887,84747
RO211,Bacău,32514,30-34,17262,15252
RO212,Botoşani,22560,30-34,12273,10287
RO213,Iaşi,46968,30-34,24329,22639
RO214,Neamţ,22816,30-34,11916,10900
RO215,Suceava,36865,30-34,19168,17697
RO216,Vaslui,17911,30-34,9939,7972
RO22,Sud-Est,122853,30-34,64659,58194
RO221,Brăila,13091,30-34,7061,6030
RO222,Buzău,19787,30-34,10625,9162
RO223,Constanţa,37566,30-34,19155,18411
RO224,Galaţi,25115,30-34,13199,11916
RO225,Tulcea,9210,30-34,5054,4156
RO226,Vrancea,18084,30-34,9565,8519
RO3,Macroregiunea Trei,316551,30-34,159304,157247
RO31,Sud-Muntenia,151187,30-34,80265,70922
RO311,Argeş,31142,30-34,16241,14901
RO312,Călăraşi,14805,30-34,7806,6999
RO313,Dâmboviţa,27579,30-34,14631,12948
RO314,Giurgiu,14540,30-34,7857,6683
RO315,Ialomiţa,12109,30-34,6578,5531
RO316,Prahova,35932,30-34,18743,17189
RO317,Teleorman,15080,30-34,8409,6671
RO32,Bucureşti-Ilfov,165364,30-34,79039,86325
RO321,Bucureşti,121200,30-34,57933,63267
RO322,Ilfov,44164,30-34,21106,23058
RO4,Macroregiunea Patru,203728,30-34,106414,97314
RO41,Sud-Vest Oltenia,101653,30-34,53604,48049
RO411,Dolj,34644,30-34,17888,16756
RO412,Gorj,17460,30-34,9276,8184
RO413,Mehedinţi,12074,30-34,6442,5632
RO414,Olt,20051,30-34,10880,9171
RO415,Vâlcea,17424,30-34,9118,8306
RO42,Vest,102075,30-34,52810,49265
RO421,Arad,24533,30-34,12812,11721
RO422,Caraş-Severin,12291,30-34,6465,5826
RO423,Hunedoara,17400,30-34,9127,8273
RO424,Timiş,47851,30-34,24406,23445
RO,Romania,1331570,35-39,687380,644190
RO1,Macroregiunea Unu,341491,35-39,176490,165001
RO11,Nord-Vest,184707,35-39,95540,89167
RO111,Bihor,38769,35-39,20033,18736
RO112,Bistriţa-Năsăud,20816,35-39,11010,9806
RO113,Cluj,55925,35-39,28418,27507
RO114,Maramureş,32151,35-39,16648,15503
RO115,Satu Mare,23681,35-39,12350,11331
RO116,Sălaj,13365,35-39,7081,6284
RO12,Centru,156784,35-39,80950,75834
RO121,Alba,21411,35-39,11204,10207
RO122,Braşov,40394,35-39,20636,19758
RO123,Covasna,13613,35-39,7100,6513
RO124,Harghita,19683,35-39,10269,9414
RO125,Mureş,33272,35-39,17165,16107
RO126,Sibiu,28411,35-39,14576,13835
RO2,Macroregiunea Doi,359145,35-39,188751,170394
RO21,Nord-Est,205247,35-39,108528,96719
RO211,Bacău,36805,35-39,19237,17568
RO212,Botoşani,25633,35-39,13944,11689
RO213,Iaşi,53844,35-39,28448,25396
RO214,Neamţ,26765,35-39,13883,12882
RO215,Suceava,41223,35-39,21363,19860
RO216,Vaslui,20977,35-39,11653,9324
RO22,Sud-Est,153898,35-39,80223,73675
RO221,Brăila,16646,35-39,8822,7824
RO222,Buzău,24559,35-39,12784,11775
RO223,Constanţa,47503,35-39,24260,23243
RO224,Galaţi,31064,35-39,16288,14776
RO225,Tulcea,12003,35-39,6473,5530
RO226,Vrancea,22123,35-39,11596,10527
RO3,Macroregiunea Trei,393946,35-39,199034,194912
RO31,Sud-Muntenia,184793,35-39,96979,87814
RO311,Argeş,37137,35-39,19297,17840
RO312,Călăraşi,18863,35-39,10095,8768
RO313,Dâmboviţa,33531,35-39,17373,16158
RO314,Giurgiu,18104,35-39,9755,8349
RO315,Ialomiţa,14620,35-39,7705,6915
RO316,Prahova,44853,35-39,23225,21628
RO317,Teleorman,17685,35-39,9529,8156
RO32,Bucureşti-Ilfov,209153,35-39,102055,107098
RO321,Bucureşti,150550,35-39,73635,76915
